u_id,tuition,in_state
493822,9984,0
493895,17875,0
493947,NULL,0
494010,36234,0
494162,21546,0
494278,11100,0
494278,5400,1
494287,11100,0
494287,5400,1
494436,16137,0
494463,11000,0
494551,37904,0
494597,1320,0
494603,8760,0
494630,7083,0
494685,6570,0
494737,20000,0
494755,12256,0
494764,16520,0
494807,17101,0
494807,8551,1
494843,16873,0
494852,16249,0
494959,8880,0
494959,4800,1
494986,13500,0
495031,10000,0
495059,16000,0
495110,21849,0
495147,11000,0
495192,20466,0
495226,9990,0
495271,7680,0
495280,6720,0
495314,NULL,0
495420,21066,0
495439,23840,0
495448,21546,0
495457,22720,0
495837,29280,0
495916,7056,0
496043,36500,0
496186,14640,0
496265,17892,0
496283,17112,0
496326,17112,0
496399,10104,0
496469,7245,0
496627,55063,0
496636,22955,0
496654,70000,0
496706,10104,0
496803,5000,0
496973,11820,0
497000,15564,0
497037,14220,0
497046,8664,0
497046,1104,1
497107,NULL,0
497116,17300,0
497125,17300,0
497213,16500,0
497268,20666,0
497277,18309,0
497374,13000,0
497408,6000,0
497453,6000,0
497462,6000,0
497480,12374,0
497657,10800,0
497657,5400,1
497666,6615,0
497693,NULL,0
497718,33501,0
497745,16520,0
497790,10800,0
497824,5040,0
497833,19850,0
498012,3700,0
498049,21546,0
498076,41040,0
498085,41040,0
498094,36480,0
498100,36480,0
498119,65720,0
498234,25410,0
498243,7056,0
498252,2200,0
498289,3600,0
498447,21546,0
498456,27866,0
498474,65720,0
498483,31220,0
498562,15537,0
498562,7716,1
498571,11574,0
498571,7716,1
