u_id,assoc,sport
217998,NCAA,MBA
217998,NCAA,MTR
217998,NCAA,WTR
218061,NCAA,MBB
218061,NCAA,WBB
218061,NCAA,MBA
218061,NCAA,MTR
218061,NCAA,WTR
218070,NCAA,MFB
218070,NCAA,MBB
218070,NCAA,WBB
218070,NCAA,MTR
218070,NCAA,WTR
218229,NCAA,MBB
218229,NCAA,WBB
218229,NCAA,MBA
218229,NCAA,MTR
218229,NCAA,WTR
218238,NCAA,MFB
218238,NCAA,MBB
218238,NCAA,WBB
218238,NCAA,MBA
218238,NCAA,MTR
218238,NCAA,WTR
218399,NAIA,MBB
218399,NAIA,WBB
218399,NAIA,MBA
218399,NAIA,MTR
218399,NAIA,WTR
218414,NCAA,MFB
218414,NCAA,MBB
218414,NCAA,WBB
218414,NCAA,MBA
218414,NCAA,MTR
218414,NCAA,WTR
218441,NCAA,MFB
218441,NCAA,MBB
218441,NCAA,WBB
218441,NCAA,MBA
218441,NCAA,MTR
218441,NCAA,WTR
218539,NCAA,MFB
218539,NCAA,MBB
218539,NCAA,WBB
218539,NCAA,MBA
218539,NCAA,MTR
218539,NCAA,WTR
218645,NCAA,MBB
218645,NCAA,WBB
218645,NCAA,MBA
218645,NCAA,MTR
218645,NCAA,WTR
218654,NCAA,MBA
218654,NCAA,MTR
218654,NCAA,WTR
218663,NCAA,MFB
218663,NCAA,MBB
218663,NCAA,WBB
218663,NCAA,MBA
218663,NCAA,MTR
218663,NCAA,WTR
218724,NCAA,MFB
218724,NCAA,MBB
218724,NCAA,WBB
218724,NCAA,MBA
218724,NCAA,MTR
218724,NCAA,WTR
218733,NCAA,MFB
218733,NCAA,MBB
218733,NCAA,WBB
218733,NCAA,MTR
218733,NCAA,WTR
218742,NCAA,MBB
218742,NCAA,WBB
218742,NCAA,MBA
218742,NCAA,MTR
218742,NCAA,WTR
218919,NAIA,MBB
218919,NAIA,WBB
218919,NAIA,MBA
218919,NAIA,MTR
218919,NAIA,WTR
218964,NCAA,MBB
218964,NCAA,WBB
218964,NCAA,MBA
218964,NCAA,MTR
218964,NCAA,WTR
218973,NCAA,MFB
218973,NCAA,MBB
218973,NCAA,WBB
218973,NCAA,MBA
218973,NCAA,MTR
218973,NCAA,WTR
219000,NCAA,MFB
219000,NCAA,MBB
219000,NCAA,WBB
219000,NCAA,MBA
219000,NCAA,MTR
219000,NCAA,WTR
219046,NCAA,MFB
219046,NCAA,MBB
219046,NCAA,WBB
219046,NCAA,MTR
219046,NCAA,WTR
219082,NAIA,MFB
219082,NAIA,MBB
219082,NAIA,WBB
219082,NAIA,MBA
219082,NAIA,MTR
219082,NAIA,WTR
219091,NAIA,MFB
219091,NAIA,MBB
219091,NAIA,WBB
219091,NAIA,MBA
219091,NAIA,MTR
219091,NAIA,WTR
219198,NAIA,MFB
219198,NAIA,MBB
219198,NAIA,WBB
219198,NAIA,MBA
219198,NAIA,MTR
219198,NAIA,WTR
219259,NCAA,MFB
219259,NCAA,MBB
219259,NCAA,WBB
219259,NCAA,MBA
219259,NCAA,MTR
219259,NCAA,WTR
219295,NAIA,MFB
219295,NAIA,MBB
219295,NAIA,WBB
219295,NAIA,MBA
219295,NAIA,MTR
219295,NAIA,WTR
219347,NCAA,MFB
219347,NCAA,MBB
219347,NCAA,WBB
219347,NCAA,MTR
219347,NCAA,WTR
219356,NCAA,MFB
219356,NCAA,MBB
219356,NCAA,WBB
219356,NCAA,MBA
219356,NCAA,MTR
219356,NCAA,WTR
219383,NCAA,MFB
219383,NCAA,MBB
219383,NCAA,WBB
219383,NCAA,MBA
219383,NCAA,MTR
219383,NCAA,WTR
219471,NCAA,MFB
219471,NCAA,MBB
219471,NCAA,WBB
219471,NCAA,MTR
219471,NCAA,WTR
219602,NCAA,MFB
219602,NCAA,MBB
219602,NCAA,WBB
219602,NCAA,MBA
219602,NCAA,MTR
219602,NCAA,WTR
219709,NCAA,MBB
219709,NCAA,WBB
219709,NCAA,MBA
219709,NCAA,MTR
219709,NCAA,WTR
219718,NAIA,MFB
219718,NAIA,MBB
219718,NAIA,WBB
219718,NAIA,MBA
219718,NAIA,MTR
219718,NAIA,WTR
219790,NAIA,MBB
219790,NAIA,WBB
219790,NAIA,MBA
219790,NAIA,MTR
219790,NAIA,WTR
219806,NCAA,MFB
219806,NCAA,MBB
219806,NCAA,WBB
219806,NCAA,MBA
219806,NCAA,MTR
219806,NCAA,WTR
219833,NCAA,MBB
219833,NCAA,WBB
219833,NCAA,MBA
219833,NCAA,MTR
219833,NCAA,WTR
219949,NAIA,MFB
219949,NAIA,MBB
219949,NAIA,WBB
219949,NAIA,MBA
219949,NAIA,MTR
219949,NAIA,WTR
219976,NCAA,MBB
219976,NCAA,WBB
219976,NCAA,MBA
219976,NCAA,MTR
219976,NCAA,WTR
220075,NCAA,MFB
220075,NCAA,MBB
220075,NCAA,WBB
220075,NCAA,MBA
220075,NCAA,MTR
220075,NCAA,WTR
220181,NAIA,MBB
220181,NAIA,WBB
220181,NAIA,MTR
220181,NAIA,WTR
220215,NAIA,MBB
220215,NAIA,WBB
220215,NAIA,MBA
220215,NAIA,MTR
220215,NAIA,WTR
220473,NAIA,MBB
220473,NAIA,WBB
220473,NAIA,MBA
220516,NCAA,MBB
220516,NCAA,WBB
220516,NCAA,MBA
220516,NCAA,MTR
220516,NCAA,WTR
220598,NCAA,MFB
220598,NCAA,MBB
220598,NCAA,WBB
220598,NCAA,MBA
220598,NCAA,MTR
220598,NCAA,WTR
220604,NCAA,MBB
220604,NCAA,WBB
220604,NCAA,MBA
220604,NCAA,MTR
220604,NCAA,WTR
220613,NCAA,MBB
220613,NCAA,WBB
220613,NCAA,MBA
220613,NCAA,MTR
220613,NCAA,WTR
220631,NCAA,MBB
220631,NCAA,WBB
220631,NCAA,MBA
220631,NCAA,MTR
220631,NCAA,WTR
220701,NAIA,MBB
220701,NAIA,WBB
220701,NAIA,MBA
220701,NAIA,MTR
220701,NAIA,WTR
220710,NCAA,MFB
220710,NCAA,MBB
220710,NCAA,WBB
220710,NCAA,MBA
220710,NCAA,MTR
220710,NCAA,WTR
220862,NCAA,MFB
220862,NCAA,MBB
220862,NCAA,WBB
220862,NCAA,MBA
220862,NCAA,MTR
220862,NCAA,WTR
220978,NCAA,MFB
220978,NCAA,MBB
220978,NCAA,WBB
220978,NCAA,MBA
220978,NCAA,MTR
220978,NCAA,WTR
221351,NCAA,MFB
221351,NCAA,MBB
221351,NCAA,WBB
221351,NCAA,MBA
221351,NCAA,MTR
221351,NCAA,WTR
221519,NCAA,MFB
221519,NCAA,MBB
221519,NCAA,WBB
221519,NCAA,MBA
221519,NCAA,MTR
221519,NCAA,WTR
221731,NAIA,MBB
221731,NAIA,WBB
221731,NAIA,MBA
221731,NAIA,MTR
221731,NAIA,WTR
221740,NCAA,MFB
221740,NCAA,MBB
221740,NCAA,WBB
221740,NCAA,MTR
221740,NCAA,WTR
221759,NCAA,MFB
221759,NCAA,MBB
221759,NCAA,WBB
221759,NCAA,MBA
221759,NCAA,MTR
221759,NCAA,WTR
221768,NCAA,MFB
221768,NCAA,MBB
221768,NCAA,WBB
221768,NCAA,MBA
221768,NCAA,MTR
221768,NCAA,WTR
221838,NCAA,MFB
221838,NCAA,MBB
221838,NCAA,WBB
221838,NCAA,MTR
221838,NCAA,WTR
221847,NCAA,MFB
221847,NCAA,MBB
221847,NCAA,WBB
221847,NCAA,MBA
221847,NCAA,MTR
221847,NCAA,WTR
221892,NCAA,MBB
221892,NCAA,WBB
221892,NCAA,MBA
221892,NCAA,MTR
221892,NCAA,WTR
221953,NCAA,MFB
221953,NCAA,MBB
221953,NCAA,WBB
221953,NCAA,MBA
221953,NCAA,MTR
221953,NCAA,WTR
221971,NCAA,MBB
221971,NCAA,WBB
221971,NCAA,MBA
221971,NCAA,MTR
221971,NCAA,WTR
221999,NCAA,MFB
221999,NCAA,MBB
221999,NCAA,WBB
221999,NCAA,MBA
221999,NCAA,MTR
221999,NCAA,WTR
222178,NCAA,MFB
222178,NCAA,MBB
222178,NCAA,WBB
222178,NCAA,MBA
222178,NCAA,MTR
222178,NCAA,WTR
222831,NCAA,MFB
222831,NCAA,MBB
222831,NCAA,WBB
222831,NCAA,MBA
222831,NCAA,MTR
222831,NCAA,WTR
222983,NCAA,MFB
222983,NCAA,MBB
222983,NCAA,WBB
222983,NCAA,MBA
223232,NCAA,MFB
223232,NCAA,MBB
223232,NCAA,WBB
223232,NCAA,MBA
223232,NCAA,MTR
223232,NCAA,WTR
224004,NCAA,MBB
224004,NCAA,WBB
224004,NCAA,MBA
224004,NCAA,MTR
224004,NCAA,WTR
224147,NCAA,MBB
224147,NCAA,WBB
224147,NCAA,MBA
224147,NCAA,MTR
224147,NCAA,WTR
224226,NCAA,MBB
224226,NCAA,WBB
224226,NCAA,MBA
224226,NCAA,MTR
224226,NCAA,WTR
224323,NCAA,MBB
224323,NCAA,WBB
224323,NCAA,MBA
224323,NCAA,MTR
224323,NCAA,WTR
224527,NCAA,MFB
224527,NCAA,MBB
224527,NCAA,WBB
224527,NCAA,MBA
224527,NCAA,MTR
224527,NCAA,WTR
224545,NAIA,MBB
224545,NAIA,WBB
224545,NAIA,MBA
224554,NCAA,MFB
224554,NCAA,MBB
224554,NCAA,WBB
224554,NCAA,MTR
224554,NCAA,WTR
225247,NCAA,MFB
225247,NCAA,MBB
225247,NCAA,WBB
225247,NCAA,MBA
225247,NCAA,MTR
225247,NCAA,WTR
225399,NCAA,MFB
225399,NCAA,MBB
225399,NCAA,WBB
225399,NCAA,MBA
225399,NCAA,MTR
225399,NCAA,WTR
225502,NAIA,MBA
225511,NCAA,MFB
225511,NCAA,MBB
225511,NCAA,WBB
225511,NCAA,MBA
225511,NCAA,MTR
225511,NCAA,WTR
225548,NCAA,MFB
225548,NCAA,MBB
225548,NCAA,WBB
225548,NCAA,MBA
225575,NAIA,MBB
225575,NAIA,WBB
225575,NAIA,MBA
225575,NAIA,MTR
225575,NAIA,WTR
225627,NCAA,MFB
225627,NCAA,MBB
225627,NCAA,WBB
225627,NCAA,MBA
225627,NCAA,MTR
225627,NCAA,WTR
225885,NAIA,MBB
225885,NAIA,WBB
225885,NAIA,MBA
225885,NAIA,MTR
225885,NAIA,WTR
226091,NCAA,MFB
226091,NCAA,MBB
226091,NCAA,WBB
226091,NCAA,MBA
226091,NCAA,MTR
226091,NCAA,WTR
226152,NCAA,MBB
226152,NCAA,WBB
226152,NCAA,MBA
226152,NCAA,MTR
226152,NCAA,WTR
226231,NCAA,MBB
226231,NCAA,WBB
226231,NCAA,MBA
226231,NCAA,MTR
226231,NCAA,WTR
226383,NCAA,MBB
226383,NCAA,WBB
226383,NCAA,MBA
226383,NCAA,MTR
226383,NCAA,WTR
226471,NCAA,MFB
226471,NCAA,MBB
226471,NCAA,WBB
226471,NCAA,MBA
226471,NCAA,MTR
226471,NCAA,WTR
226587,NCAA,MFB
226587,NCAA,MBB
226587,NCAA,WBB
226587,NCAA,MBA
226587,NCAA,MTR
226587,NCAA,WTR
226833,NCAA,MFB
226833,NCAA,MBB
226833,NCAA,WBB
226833,NCAA,MTR
226833,NCAA,WTR
227216,NCAA,MFB
227216,NCAA,MBB
227216,NCAA,WBB
227216,NCAA,MTR
227216,NCAA,WTR
227331,NAIA,MBB
227331,NAIA,WBB
227331,NAIA,MBA
227331,NAIA,MTR
227331,NAIA,WTR
227368,NCAA,MBB
227368,NCAA,WBB
227368,NCAA,MBA
227368,NCAA,MTR
227368,NCAA,WTR
227429,NAIA,MBB
227429,NAIA,WBB
227429,NAIA,MTR
227429,NAIA,WTR
227526,NCAA,MFB
227526,NCAA,MBB
227526,NCAA,WBB
227526,NCAA,MBA
227526,NCAA,MTR
227526,NCAA,WTR
227757,NCAA,MFB
227757,NCAA,MBB
227757,NCAA,WBB
227757,NCAA,MBA
227757,NCAA,MTR
227757,NCAA,WTR
227845,NCAA,MBB
227845,NCAA,WBB
227845,NCAA,MBA
227845,NCAA,MTR
227845,NCAA,WTR
227863,NCAA,MBB
227863,NCAA,WBB
227863,NCAA,MBA
227863,NCAA,MTR
227863,NCAA,WTR
227881,NCAA,MFB
227881,NCAA,MBB
227881,NCAA,WBB
227881,NCAA,MBA
227881,NCAA,MTR
227881,NCAA,WTR
228042,NCAA,MBB
228042,NCAA,WBB
228042,NCAA,MBA
228042,NCAA,MTR
228042,NCAA,WTR
228149,NCAA,MBB
228149,NCAA,WBB
228149,NCAA,MBA
228246,NCAA,MFB
228246,NCAA,MBB
228246,NCAA,WBB
228246,NCAA,MTR
228246,NCAA,WTR
228325,NAIA,MFB
228325,NAIA,MBB
228325,NAIA,WBB
228325,NAIA,MBA
228325,NAIA,MTR
228325,NAIA,WTR
228343,NCAA,MFB
228343,NCAA,MBB
228343,NCAA,WBB
228343,NCAA,MBA
228343,NCAA,MTR
228343,NCAA,WTR
228431,NCAA,MFB
228431,NCAA,MBB
228431,NCAA,WBB
228431,NCAA,MBA
228431,NCAA,MTR
228431,NCAA,WTR
228459,NCAA,MFB
228459,NCAA,MBB
228459,NCAA,WBB
228459,NCAA,MBA
228459,NCAA,MTR
228459,NCAA,WTR
228501,NCAA,MFB
228501,NCAA,MBB
228501,NCAA,WBB
228501,NCAA,MBA
228501,NCAA,MTR
228501,NCAA,WTR
228529,NCAA,MFB
228529,NCAA,MBB
228529,NCAA,WBB
228529,NCAA,MBA
228529,NCAA,MTR
228529,NCAA,WTR
228705,NCAA,MFB
228705,NCAA,MBB
228705,NCAA,WBB
228705,NCAA,MBA
228705,NCAA,MTR
228705,NCAA,WTR
228723,NCAA,MFB
228723,NCAA,MBB
228723,NCAA,WBB
228723,NCAA,MBA
228723,NCAA,MTR
228723,NCAA,WTR
228769,NCAA,MBB
228769,NCAA,WBB
228769,NCAA,MBA
228769,NCAA,MTR
228769,NCAA,WTR
228778,NCAA,MFB
228778,NCAA,MBB
228778,NCAA,WBB
228778,NCAA,MBA
228778,NCAA,MTR
228778,NCAA,WTR
228787,NCAA,MBB
228787,NCAA,WBB
228787,NCAA,MBA
228787,NCAA,MTR
228787,NCAA,WTR
228796,NCAA,MFB
228796,NCAA,MBB
228796,NCAA,WBB
228796,NCAA,MTR
228796,NCAA,WTR
228802,NCAA,MBB
228802,NCAA,WBB
228802,NCAA,MBA
228802,NCAA,MTR
228802,NCAA,WTR
228875,NCAA,MFB
228875,NCAA,MBB
228875,NCAA,WBB
228875,NCAA,MBA
228875,NCAA,MTR
228875,NCAA,WTR
228884,NAIA,MFB
228884,NAIA,MBB
228884,NAIA,WBB
228884,NAIA,MBA
228884,NAIA,MTR
228884,NAIA,WTR
228981,NCAA,MFB
228981,NCAA,MBB
228981,NCAA,WBB
228981,NCAA,MBA
228981,NCAA,MTR
228981,NCAA,WTR
229018,NCAA,MFB
229018,NCAA,MBB
229018,NCAA,WBB
229018,NCAA,MBA
229018,NCAA,MTR
229018,NCAA,WTR
229027,NCAA,MFB
229027,NCAA,MBB
229027,NCAA,WBB
229027,NCAA,MBA
229027,NCAA,MTR
229027,NCAA,WTR
229063,NCAA,MFB
229063,NCAA,MBB
229063,NCAA,WBB
229063,NCAA,MBA
229063,NCAA,MTR
229063,NCAA,WTR
229115,NCAA,MFB
229115,NCAA,MBB
229115,NCAA,WBB
229115,NCAA,MBA
229115,NCAA,MTR
229115,NCAA,WTR
229160,NAIA,MFB
229160,NAIA,MBB
229160,NAIA,WBB
229160,NAIA,MBA
229160,NAIA,MTR
229160,NAIA,WTR
229179,NCAA,MBB
229179,NCAA,WBB
229267,NCAA,MFB
229267,NCAA,MBB
229267,NCAA,WBB
229267,NCAA,MBA
229267,NCAA,MTR
229267,NCAA,WTR
229780,NAIA,MFB
229780,NAIA,MBB
229780,NAIA,WBB
229780,NAIA,MBA
229780,NAIA,MTR
229780,NAIA,WTR
229814,NCAA,MFB
229814,NCAA,MBB
229814,NCAA,WBB
229814,NCAA,MBA
229814,NCAA,MTR
229814,NCAA,WTR
229887,NAIA,MBB
229887,NAIA,WBB
229887,NAIA,MBA
229887,NAIA,MTR
229887,NAIA,WTR
230038,NCAA,MFB
230038,NCAA,MBB
230038,NCAA,WBB
230038,NCAA,MBA
230038,NCAA,MTR
230038,NCAA,WTR
230171,NCAA,MFB
230171,NCAA,MBB
230171,NCAA,WBB
230171,NCAA,MBA
230171,NCAA,MTR
230171,NCAA,WTR
230603,NCAA,MFB
230603,NCAA,MBB
230603,NCAA,WBB
230603,NCAA,MTR
230603,NCAA,WTR
230728,NCAA,MFB
230728,NCAA,MBB
230728,NCAA,WBB
230728,NCAA,MTR
230728,NCAA,WTR
230737,NCAA,MBB
230737,NCAA,WBB
230737,NCAA,MBA
230737,NCAA,MTR
230737,NCAA,WTR
230764,NCAA,MFB
230764,NCAA,MBB
230764,NCAA,WBB
230764,NCAA,MBA
230764,NCAA,MTR
230764,NCAA,WTR
230782,NCAA,MFB
230782,NCAA,MBB
230782,NCAA,WBB
230782,NCAA,MTR
230782,NCAA,WTR
230807,NCAA,MBB
230807,NCAA,WBB
230807,NCAA,MTR
230807,NCAA,WTR
230834,NCAA,MFB
230834,NCAA,MBB
230834,NCAA,WBB
230834,NCAA,MBA
230834,NCAA,MTR
230834,NCAA,WTR
230913,NCAA,MBB
230913,NCAA,WBB
230913,NCAA,MBA
230913,NCAA,MTR
230913,NCAA,WTR
230959,NCAA,MFB
230959,NCAA,MBB
230959,NCAA,WBB
230959,NCAA,MBA
230959,NCAA,MTR
230959,NCAA,WTR
230995,NCAA,MFB
230995,NCAA,MBB
230995,NCAA,WBB
230995,NCAA,MBA
230995,NCAA,MTR
230995,NCAA,WTR
231059,NCAA,MBB
231059,NCAA,WBB
231059,NCAA,MBA
231059,NCAA,MTR
231059,NCAA,WTR
231174,NCAA,MBB
231174,NCAA,WBB
231174,NCAA,MTR
231174,NCAA,WTR
231420,NCAA,MFB
231420,NCAA,MBB
231420,NCAA,WBB
231420,NCAA,MBA
231420,NCAA,MTR
231420,NCAA,WTR
231554,NAIA,MFB
231554,NAIA,MBB
231554,NAIA,WBB
231554,NAIA,MBA
231554,NAIA,MTR
231554,NAIA,WTR
231581,NCAA,MFB
231581,NCAA,MBB
231581,NCAA,WBB
231581,NCAA,MBA
231581,NCAA,MTR
231581,NCAA,WTR
231624,NCAA,MFB
231624,NCAA,MBB
231624,NCAA,WBB
231624,NCAA,MBA
231624,NCAA,MTR
231624,NCAA,WTR
231712,NCAA,MFB
231712,NCAA,MBB
231712,NCAA,WBB
231712,NCAA,MBA
231712,NCAA,MTR
231712,NCAA,WTR
232025,NCAA,MFB
232025,NCAA,MBB
232025,NCAA,WBB
232025,NCAA,MBA
232025,NCAA,MTR
232025,NCAA,WTR
232043,NCAA,MBB
232043,NCAA,WBB
232043,NCAA,MBA
232043,NCAA,MTR
232043,NCAA,WTR
232089,NCAA,MFB
232089,NCAA,MBB
232089,NCAA,WBB
232089,NCAA,MBA
232089,NCAA,MTR
232089,NCAA,WTR
232186,NCAA,MBB
232186,NCAA,WBB
232186,NCAA,MBA
232186,NCAA,MTR
232186,NCAA,WTR
232256,NCAA,MFB
232256,NCAA,MBB
232256,NCAA,WBB
232256,NCAA,MBA
232256,NCAA,MTR
232256,NCAA,WTR
232265,NCAA,MFB
232265,NCAA,MBB
232265,NCAA,WBB
232265,NCAA,MTR
232265,NCAA,WTR
232308,NCAA,MFB
232308,NCAA,MBB
232308,NCAA,WBB
232308,NCAA,MBA
232308,NCAA,MTR
232308,NCAA,WTR
232423,NCAA,MFB
232423,NCAA,MBB
232423,NCAA,WBB
232423,NCAA,MBA
232423,NCAA,MTR
232423,NCAA,WTR
232557,NCAA,MFB
232557,NCAA,MBB
232557,NCAA,WBB
232557,NCAA,MBA
232557,NCAA,MTR
232557,NCAA,WTR
232566,NCAA,MBB
232566,NCAA,WBB
232566,NCAA,MBA
232566,NCAA,MTR
232566,NCAA,WTR
232609,NCAA,MBB
232609,NCAA,WBB
232609,NCAA,MBA
232609,NCAA,MTR
232609,NCAA,WTR
232672,NCAA,MBB
232672,NCAA,WBB
232672,NCAA,MBA
232672,NCAA,MTR
232672,NCAA,WTR
232681,NCAA,MBB
232681,NCAA,WBB
232681,NCAA,MBA
232681,NCAA,MTR
232681,NCAA,WTR
232706,NCAA,MBB
232706,NCAA,WBB
232706,NCAA,MBA
232706,NCAA,MTR
232706,NCAA,WTR
232937,NCAA,MFB
232937,NCAA,MBB
232937,NCAA,WBB
232937,NCAA,MBA
232937,NCAA,MTR
232937,NCAA,WTR
232982,NCAA,MFB
232982,NCAA,MBB
232982,NCAA,WBB
232982,NCAA,MBA
233277,NCAA,MBB
233277,NCAA,WBB
233277,NCAA,MBA
233277,NCAA,MTR
233277,NCAA,WTR
233295,NCAA,MFB
233295,NCAA,MBB
233295,NCAA,WBB
233295,NCAA,MBA
233301,NCAA,MBB
233301,NCAA,WBB
233301,NCAA,MTR
233301,NCAA,WTR
233374,NCAA,MFB
233374,NCAA,MBB
233374,NCAA,WBB
233374,NCAA,MBA
233374,NCAA,MTR
233374,NCAA,WTR
233426,NCAA,MBB
233426,NCAA,WBB
233426,NCAA,MBA
233426,NCAA,MTR
233426,NCAA,WTR
233541,NCAA,MFB
233541,NCAA,MBB
233541,NCAA,WBB
233541,NCAA,MBA
233541,NCAA,MTR
233541,NCAA,WTR
233611,NCAA,MFB
233611,NCAA,MBB
233611,NCAA,WBB
233611,NCAA,MBA
233611,NCAA,MTR
233611,NCAA,WTR
233718,NCAA,MTR
233718,NCAA,WTR
233897,NCAA,MFB
233897,NCAA,MBB
233897,NCAA,WBB
233897,NCAA,MBA
233897,NCAA,MTR
233897,NCAA,WTR
233921,NCAA,MFB
233921,NCAA,MBB
233921,NCAA,WBB
233921,NCAA,MBA
233921,NCAA,MTR
233921,NCAA,WTR
234030,NCAA,MBB
234030,NCAA,WBB
234030,NCAA,MBA
234030,NCAA,MTR
234030,NCAA,WTR
234076,NCAA,MFB
234076,NCAA,MBB
234076,NCAA,WBB
234076,NCAA,MBA
234076,NCAA,MTR
234076,NCAA,WTR
234085,NCAA,MFB
234085,NCAA,MBB
234085,NCAA,WBB
234085,NCAA,MBA
234085,NCAA,MTR
234085,NCAA,WTR
234155,NCAA,MFB
234155,NCAA,MBB
234155,NCAA,WBB
234155,NCAA,MBA
234155,NCAA,MTR
234155,NCAA,WTR
234164,NCAA,MFB
234164,NCAA,MBB
234164,NCAA,WBB
234164,NCAA,MTR
234164,NCAA,WTR
234173,NCAA,MBB
234173,NCAA,WBB
234173,NCAA,MBA
234173,NCAA,MTR
234173,NCAA,WTR
234207,NCAA,MFB
234207,NCAA,MBB
234207,NCAA,WBB
234207,NCAA,MBA
234207,NCAA,MTR
234207,NCAA,WTR
234827,NCAA,MFB
234827,NCAA,MBB
234827,NCAA,WBB
234827,NCAA,MBA
234827,NCAA,MTR
234827,NCAA,WTR
235097,NCAA,MFB
235097,NCAA,MBB
235097,NCAA,WBB
235097,NCAA,MTR
235097,NCAA,WTR
235167,NAIA,MBB
235167,NAIA,WBB
235167,NAIA,MTR
235167,NAIA,WTR
235316,NCAA,MBB
235316,NCAA,WBB
235316,NCAA,MBA
235316,NCAA,MTR
235316,NCAA,WTR
236133,NAIA,MBB
236133,NAIA,WBB
236133,NAIA,MTR
236133,NAIA,WTR
236230,NCAA,MFB
236230,NCAA,MBB
236230,NCAA,WBB
236230,NCAA,MBA
236230,NCAA,MTR
236230,NCAA,WTR
236328,NCAA,MFB
236328,NCAA,MBB
236328,NCAA,WBB
236328,NCAA,MBA
236328,NCAA,MTR
236328,NCAA,WTR
236452,NCAA,MBB
236452,NCAA,WBB
236452,NCAA,MBA
236452,NCAA,MTR
236452,NCAA,WTR
236577,NCAA,MBB
236577,NCAA,WBB
236577,NCAA,MTR
236577,NCAA,WTR
236595,NCAA,MBB
236595,NCAA,WBB
236595,NCAA,MBA
236595,NCAA,MTR
236595,NCAA,WTR
236896,NAIA,MBB
236896,NAIA,WBB
236896,NAIA,MTR
236896,NAIA,WTR
236939,NCAA,MFB
236939,NCAA,MBB
236939,NCAA,WBB
236939,NCAA,MBA
236939,NCAA,MTR
236939,NCAA,WTR
236948,NCAA,MFB
236948,NCAA,MBB
236948,NCAA,WBB
236948,NCAA,MBA
236948,NCAA,MTR
236948,NCAA,WTR
237011,NCAA,MBB
237011,NCAA,WBB
237011,NCAA,MTR
237011,NCAA,WTR
237057,NCAA,MBB
237057,NCAA,WBB
237057,NCAA,MBA
237057,NCAA,MTR
237057,NCAA,WTR
237066,NCAA,MFB
237066,NCAA,MBB
237066,NCAA,WBB
237066,NCAA,MBA
237066,NCAA,MTR
237066,NCAA,WTR
237118,NCAA,MFB
237118,NCAA,MBB
237118,NCAA,WBB
237118,NCAA,MBA
237118,NCAA,MTR
237118,NCAA,WTR
237181,NCAA,MFB
237181,NCAA,MBB
237181,NCAA,WBB
237181,NCAA,MBA
237181,NCAA,MTR
237181,NCAA,WTR
237215,NCAA,MFB
237215,NCAA,MBB
237215,NCAA,WBB
237215,NCAA,MBA
237215,NCAA,MTR
237215,NCAA,WTR
237312,NCAA,MFB
237312,NCAA,MBB
237312,NCAA,WBB
237312,NCAA,MBA
237312,NCAA,MTR
237312,NCAA,WTR
237330,NCAA,MFB
237330,NCAA,MBB
237330,NCAA,WBB
237330,NCAA,MBA
237330,NCAA,MTR
237330,NCAA,WTR
237358,NCAA,MBB
237358,NCAA,WBB
237358,NCAA,MBA
237358,NCAA,MTR
237358,NCAA,WTR
237367,NCAA,MFB
237367,NCAA,MBB
237367,NCAA,WBB
237367,NCAA,MBA
237367,NCAA,MTR
237367,NCAA,WTR
237385,NCAA,MFB
237385,NCAA,MBB
237385,NCAA,WBB
237385,NCAA,MBA
237385,NCAA,MTR
237385,NCAA,WTR
237525,NCAA,MFB
237525,NCAA,MBB
237525,NCAA,WBB
237525,NCAA,MBA
237525,NCAA,MTR
237525,NCAA,WTR
237783,NCAA,MBB
237783,NCAA,WBB
237783,NCAA,MBA
237783,NCAA,MTR
237783,NCAA,WTR
237792,NCAA,MFB
237792,NCAA,MBB
237792,NCAA,WBB
237792,NCAA,MBA
237792,NCAA,MTR
237792,NCAA,WTR
237899,NCAA,MFB
237899,NCAA,MBB
237899,NCAA,WBB
237899,NCAA,MBA
237899,NCAA,MTR
237899,NCAA,WTR
237932,NCAA,MFB
237932,NCAA,MBB
237932,NCAA,WBB
237932,NCAA,MBA
237932,NCAA,MTR
237932,NCAA,WTR
237950,NAIA,MBB
237950,NAIA,WBB
237950,NAIA,MBA
237950,NAIA,MTR
237950,NAIA,WTR
237969,NCAA,MFB
237969,NCAA,MBB
237969,NCAA,WBB
237969,NCAA,MBA
237969,NCAA,MTR
237969,NCAA,WTR
238032,NCAA,MFB
238032,NCAA,MBB
238032,NCAA,WBB
238032,NCAA,MBA
238032,NCAA,MTR
238032,NCAA,WTR
238078,NCAA,MFB
238078,NCAA,MBB
238078,NCAA,WBB
238078,NCAA,MBA
238078,NCAA,MTR
238078,NCAA,WTR
238193,NCAA,MBB
238193,NCAA,WBB
238193,NCAA,MTR
238193,NCAA,WTR
238333,NCAA,MFB
238333,NCAA,MBB
238333,NCAA,WBB
238333,NCAA,MBA
238333,NCAA,MTR
238333,NCAA,WTR
238430,NAIA,MBB
238430,NAIA,WBB
238430,NAIA,MTR
238430,NAIA,WTR
238458,NCAA,MFB
238458,NCAA,MBB
238458,NCAA,WBB
238458,NCAA,MBA
238458,NCAA,MTR
238458,NCAA,WTR
238476,NCAA,MFB
238476,NCAA,MBB
238476,NCAA,WBB
238476,NCAA,MBA
238476,NCAA,MTR
238476,NCAA,WTR
238616,NCAA,MFB
238616,NCAA,MBB
238616,NCAA,WBB
238616,NCAA,MBA
238616,NCAA,MTR
238616,NCAA,WTR
